ID	Name	Category	Type	Components	Marinobacter_sp_ES_048	Marinobacter_adhaerens_HP15	Marinobacter_adhaerens_strain_PBVC038	Marinobacter_algicola_DG893	Marinobacter_antarcticus_CGMCC1_10835	Marinobacter_aromaticivorans_strain_D15_8P	Marinobacter_daepoensis_DSM_16072	Marinobacter_dagiaonensis_CGMCC_1_9167	Marinobacter_sp_EN3	Marinobacter_sp_ES_1	Marinobacter_sp_EVN1	Marinobacter_excellens_HL_55	Marinobacter_excellens_LAMA_842	Marinobacter_flavimaris	Marinobacter_guaonensis_CGCC_1_6294	Marinobacter_guineae_strain_M3B	Marinobacter_hydrocarbonoclasticus_ASM1536	Marinobacter_hydrocarbonoclasticus_ATCC_49840	Marinobacter_hydrocarbonoclasticus_STW2	Marinobacter_lipoliticus_BF04_CF_4	Marinobacter_lipolyticus_SM19	Marinobacter_lutaoensis_T5054	Marinobacter_sp_LV10R510_8	Marinobacter_manganoxydans_MnI7_9	Marinobacter_mobilis_GCMCC_1_7059	Marinobacter_nanhaiticus_D15_8W	Marinobacter_nitrareduscens_AK21	Marinobacter_pelagius_CGMCC_1_6775	Marinobacter_persicus_IBRC_M_10445	Marinobacter_psychrophilus_20041	Marinobacter_salarius_SMR5	Marinobacter_salexigens_strain_HJR7	Marinobacter_salinus_Hb8	Marinobacter_santoriniensis_NKSG1	Marinobacter_segnicrescens_CGMCC_1_6489	Marinobacter_sp_AC_23	Marinobacter_sp_ANT_B65	Marinobacter_sp_BSs20148	Marinobacter_sp_C18	Marinobacter_sp_C1S70	Marinobacter_sp_CP1	Marinobacter_sp_CPC8	Marinobacter_sp_DG879	Marinobacter_sp_DSM_26291	Marinobacter_sp_DSM_26671	Marinobacter_sp_EhC06	Marinobacter_sp_EhN04	Marinobacter_sp_ELB17	Marinobacter_sp_ES_042	Marinobacter_sp_FDB33	Marinobacter_sp_IN6	Marinobacter_sp_LQ44	Marinobacter_sp_LV10MA510_1	Marinobacter_sp_LV10R510_11A	Marinobacter_sp_LV10R520_4	Marinobacter_sp_LVR2A5A20	Marinobacter_sp_MCTG268	Marinobacter_sp_N4	Marinobacter_sp_P4B1	Marinobacter_sp_PWS21	Marinobacter_zhejiangensis_CGMCC_1_7061
M00504	DctB-DctD_(C4-dicarboxylate_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	100	100	100	100	100	100	0	100	100	100	0	0	100	100	100	100	100	0	50	100	100	0	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00505	KinB-AlgB_(alginate_production)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00772	HupT-HupR_(hydrogenase_synthesis_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00506	CheA-CheYBV_(chemotaxis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	5	80	80	80	80	80	80	80	80	80	20	80	100	80	80	100	100	80	80	80	0	100	80	80	80	80	100	80	20	80	80	80	80	100	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	0	20	80
M00507	ChpA-ChpB/PilGH_(chemosensory)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	80	100	80	100	100	100	100	100	100
M00508	PixL-PixGH_(positive_phototaxis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00509	WspE-WspRF_(chemosensory)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	3	0	0	33.3	0	0	0	33.3	33.3	0	0	0	0	0	0	33.3	33.3	0	0	0	0	0	0	33.3	0	33.3	33.3	0	0	0	0	0	33.3	33.3	0	0	0	33.3	0	0	0	0	33.3	0	0	0	0	0	33.3	0	0	33.3	0	33.3	33.3	33.3	33.3	0	0	0	0	33.3
M00510	Cph1-Rcp1_(light_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	50	50	0	50	0	0	50	50	0
M00511	PleC-PleD_(cell_fate_control)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	4	0	0	0	0	0	0	0	50	0	25	0	0	25	0	0	0	25	25	0	0	25	25	25	0	0	0	25	0	0	0	25	0	0	0	25	50	25	0	0	0	0	0	25	0	0	0	0	25	25	25	0	0	0	0	0	25	0	25	25	0	50
M00662	Hk1-Rrp1_(glycerol_uptake_and_utilization)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00512	CckA-CtrA/CpdR_(cell_cycle_control)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00513	LuxQN/CqsS-LuxU-LuxO_(quorum_sensing)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
M00514	TtrS-TtrR_(tetrathionate_respiration)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50
M00515	FlrB-FlrC_(polar_flagellar_synthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	50	100	100	100	50	100	100	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	100
M00516	SLN1-YPD1-SSK1/SKN7_(osmosensing)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	1..3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00517	RpfC-RpfG_(cell-to-cell_signaling)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00518	GlnK-GlnL_(glutamine_utilization)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00519	YesM-YesN_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
M00520	ChvG-ChvI_(acidity_sensing)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00521	CiaH-CiaR_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00522	SalK-SalR_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00523	RegB-RegA_(redox_response)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100	100	100	100	100	100	0	0	100	100	100	100	100	100	100	100	100	0	100	50	100	100	0	100	0	100	100	100	100	100	100	0	0	100	100	100	100	100	100	100	100	100	0
M00524	FixL-FixJ_(nitrogen_fixation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	50	50	50	50	50	50	100	50	100	100	100	100	100	50	50	50	100	100	100	50	100	100	100	50	50	100	50	50	100	50	50	50	50	50	100	50	50	50	50	100	50	50	50	50	50	50	50	50	0	100	50	100	50	50	50	50	50	50	100	50	100
M00663	SsrA-SsrB_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00653	AauS-AauR_(acidic_amino_acids_utilization)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00654	ParS-ParR_(polymyxin-adaptive_resistance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00655	AdeS-AdeR_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00656	VanS-VanR_(VanB_type_vancomycin_resistance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00657	VanS-VanR_(VanE_type_vancomycin_resistance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00658	VanS-VanR_(actinomycete_type_vancomycin_resistance)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00716	ArlS-ArlR_(virulence_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00719	Ihk-Irr_(virulence_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00733	GraS-GraR_(cationic_antimicrobial_peptide_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00734	BraS-BraR_(bacitracin_transport)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00770	PfeS-PfeR_(enterobactin-dependent_iron_acquisition)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	100	0	0	0	0	0	0	0	50	0	100	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	100	0	100	100	0	0	0	0	100	0	0	0	0	0	0	0	0	0
M00771	FitF-FitH_(insecticidal_toxin_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00816	NisK-NisR_(Lantibiotic_biosynthesis)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00818	FusK-FusR_(virulence_regulation)_two-component_regulatory_system	Two-component_regulatory_system	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00668	Tetracycline_resistance_TetA_transporter	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0
M00667	Tetracycline_resistance_efflux_pump	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00709	Macrolide_resistance_MacAB-TolC_transporter	Drug_efflux_transporter/pump	FuncSet	3	0	33.3	33.3	33.3	33.3	33.3	66.7	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	0	33.3	33.3	66.7	33.3	33.3	33.3	33.3	66.7	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	66.7	66.7	66.7	33.3	0	33.3	33.3	0	33.3	0	33.3	33.3	33.3	33.3	33.3	33.3	0	66.7	33.3	33.3	33.3	33.3	0	33.3	66.7	33.3	33.3
M00715	Lincosamide_resistance_efflux_pump_LmrB	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00713	Fluoroquinolone_resistance_efflux_pump_LfrA	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00737	Bacitracin_resistance_VraDE_transporter	Drug_efflux_transporter/pump	FuncSet	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00738	Bacitracin_resistance_BceAB_transporter	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00645	Multidrug_resistance_efflux_pump_SmeABC	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00646	Multidrug_resistance_efflux_pump_AcrAD-TolC	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00647	Multidrug_resistance_efflux_pump_AcrAB-TolC/SmeDEF	Drug_efflux_transporter/pump	FuncSet	2	100	100	100	50	50	50	100	100	100	50	100	100	100	100	50	100	100	100	100	50	50	100	50	100	100	100	100	50	100	100	50	100	100	50	100	100	50	100	50	100	100	100	100	50	100	100	100	50	100	50	50	100	50	50	50	100	50	100	100	100	100
M00648	Multidrug_resistance_efflux_pump_MdtABC	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00699	Multidrug_resistance_efflux_pump_AmeABC	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00701	Multidrug_resistance_efflux_pump_EmrAB	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	50	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
M00765	Multidrug_resistance_efflux_pump_Bmr	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00767	Multidrug_resistance_efflux_pump_OqxAB	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	33.3	33.3	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0	0	0	0	0	0	0	0	0	0
M00644	Vanadium_resistance_efflux_pump_MexGHI-OpmD	Drug_efflux_transporter/pump	FuncSet	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00717	Multidrug_resistance_efflux_pump_NorA	Drug_efflux_transporter/pump	FuncSet	2..3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0
M00768	Multidrug_resistance_efflux_pump_GesABC	Drug_efflux_transporter/pump	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0
M00628	beta-Lactam_resistance_AmpC_system	Drug_resistance	FuncSet	4	25	25	25	50	25	25	50	25	25	25	25	50	50	25	25	25	50	25	50	25	50	25	25	25	25	50	25	25	50	25	50	25	25	25	25	25	25	25	50	25	25	50	25	50	25	25	25	25	25	25	25	50	50	25	50	25	50	25	25	25	25
M00742	Aminoglycoside_resistance_protease_FtsH	Drug_resistance	FuncSet	3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
M00743	Aminoglycoside_resistance_protease_HtpX	Drug_resistance	FuncSet	3	66.7	66.7	66.7	66.7	0	33.3	33.3	66.7	33.3	33.3	33.3	33.3	33.3	66.7	66.7	66.7	33.3	33.3	33.3	33.3	33.3	66.7	33.3	66.7	33.3	66.7	66.7	66.7	66.7	33.3	66.7	0	66.7	100	33.3	0	33.3	33.3	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	66.7	33.3	33.3	0	33.3	33.3	66.7	66.7	33.3	33.3	66.7
M00760	Erythromycin_resistance_macrolide_2'-phosphotransferase_I_MphA	Drug_resistance	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00766	Streptomycin_resistance_deactivating_enzyme_StrAB	Drug_resistance	FuncSet	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00729	Fluoroquinolone_resistance_gyrase-protecting_protein_Qnr	Drug_resistance	FuncSet	3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7
M00721	Cationic_antimicrobial_peptide_(CAMP)_resistance_arnBCADTEF_operon	Drug_resistance	FuncSet	3	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3	0	0	0	0	33.3	33.3	33.3	0	0	0	33.3	0	33.3	33.3	33.3	66.7	33.3	33.3	33.3	33.3	33.3	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3	0	0	0	33.3	0	33.3	0	33.3	33.3	33.3	0	33.3	33.3	0	33.3	0	33.3	0	33.3	0	33.3	33.3	33.3	33.3
M00722	Cationic_antimicrobial_peptide_(CAMP)_resistance__phosphoethanolamine_transferase_PmrC	Drug_resistance	FuncSet	3	33.3	33.3	0	0	33.3	0	0	0	0	0	0	0	0	33.3	0	33.3	0	0	0	0	0	0	0	33.3	0	33.3	0	0	0	0	0	0	33.3	33.3	0	0	0	0	0	0	33.3	0	0	0	33.3	0	0	0	66.7	0	33.3	0	0	0	0	0	0	0	0	0	0
M00723	Cationic_antimicrobial_peptide_(CAMP)_resistance_phosphoethanolamine_transferase_EptB	Drug_resistance	FuncSet	4	0	25	25	25	25	25	25	25	0	0	0	0	25	25	25	0	0	0	25	0	25	25	25	50	25	25	25	25	25	0	25	25	25	25	25	25	25	0	0	0	25	0	25	0	25	25	25	0	25	25	0	25	0	25	0	25	0	25	25	25	25
M00724	Cationic_antimicrobial_peptide_(CAMP)_resistance_palmitoyl_transferase_PagP	Drug_resistance	FuncSet	3	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3	0	0	0	0	33.3	33.3	33.3	0	0	0	33.3	0	33.3	33.3	33.3	66.7	33.3	33.3	33.3	33.3	33.3	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3	0	0	0	33.3	0	33.3	0	33.3	33.3	33.3	0	33.3	33.3	0	33.3	0	33.3	0	33.3	0	33.3	33.3	33.3	33.3
M00727	Cationic_antimicrobial_peptide_(CAMP)_resistance__N-acetylmuramoyl-L-alanine_amidase_AmiA_and_AmiC	Drug_resistance	FuncSet	3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	100	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	100	66.7	66.7	66.7	66.7	100	33.3	100	33.3	66.7	66.7	66.7	66.7	66.7
M00728	Cationic_antimicrobial_peptide_(CAMP)_resistance_envelope_protein_folding_and_degrading_factors_DegP_and_DsbA	Drug_resistance	FuncSet	3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	33.3	66.7	66.7	33.3	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	100	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	66.7	100	66.7	66.7	66.7	66.7	100	33.3	100	33.3	66.7	66.7	66.7	66.7	66.7
